Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
The Graffiti T-Shirt For Boys in Greige,"18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only",299.0,the-graffiti-for-boys-in-greige,shopify,"43730599936249, 43730600034553, 43730600100089, 43730600198393, 43730600263929, 43730600329465, 43730600395001, 43730600460537, 43730600526073",True,nan,https://applemintandcocoa.com//products/the-graffiti-for-boys-in-greige,2026/02/22 12:56:29 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Functional branded wooden buttons.,"The Graffiti T-Shirt For Boys in Greige - 18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra Key Features:Functional branded wooden buttons."
The Gratitude Kids Hoodie (HOODIE ONLY),"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13",499.0,gratitude-kids-hoodie-hoodie-only,shopify,"44046552531193, 44046552563961, 44046552596729, 44046552629497, 44046552662265, 44046552695033, 44046552727801, 44046552760569",False,nan,https://applemintandcocoa.com//products/gratitude-kids-hoodie-hoodie-only,2026/02/22 12:56:55 PM,Key Features: Runs small. Sizing up is recommended. Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Gratitude Kids Hoodie (HOODIE ONLY) - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13: Key Features: Runs small. Sizing up is recommended. Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Gray Teddy Adult Fleece PJs,"Small, Medium, Large, XLarge, XXlarge",1150.0,the-gray-teddy-men-fleece-pjs,shopify,"46661450334457, 46661450367225, 46661450399993, 46661450432761, 46661450465529",True,nan,https://applemintandcocoa.com//products/the-gray-teddy-men-fleece-pjs,2026/02/22 12:56:48 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Gray Teddy Adult Fleece PJs - Small, Medium, Large, XLarge, XXlarge: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Gray Teddy Kids Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-gray-teddy-boys-fleece-pjs,shopify,"45397729247481, 45397729280249, 45397729313017, 45397729345785, 45397729378553, 45397729411321, 45397729444089, 45397729476857, 45397729509625",False,nan,https://applemintandcocoa.com//products/the-gray-teddy-boys-fleece-pjs,2026/02/22 12:56:50 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Gray Teddy Kids Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Grit Acid Washed Oversized T-Shirt ONLY For Boys,"2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",299.0,the-grit-acid-washed-t-shirt-only-for-boys,shopify,"46461396254969, 46461396287737, 46461396320505, 46461396353273, 46461396386041, 46461396418809, 46461396451577, 46461396484345, 46461396517113",True,nan,https://applemintandcocoa.com//products/the-grit-acid-washed-t-shirt-only-for-boys,2026/02/22 12:56:55 PM,Size & Fit: Oversized Fit. Fabric: 100% Cotton,"The Grit Acid Washed Oversized T-Shirt ONLY For Boys - 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit: Oversized Fit. Fabric: 100% Cotton"
The Grit Acid Washed Oversized T-shirt ONLY For Men,"Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",496.0,the-grit-acid-washed-t-shirt-only-for-men,shopify,"46461397500153, 46461397532921, 46461397565689, 46461397598457, 46461397631225",True,nan,https://applemintandcocoa.com//products/the-grit-acid-washed-t-shirt-only-for-men,2026/02/22 12:56:54 PM,Size & Fit:Oversized Fit.Fabric:100% Cotton,"The Grit Acid Washed Oversized T-shirt ONLY For Men - Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Oversized Fit.Fabric:100% Cotton"
The Grit Acid Washed Set For Baby Boys (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",345.0,the-grit-acid-washed-set-for-baby-boys-t-shirt-and-shorts-only,shopify,"46461398417657, 46461398450425, 46461398483193, 46461398515961, 46461398548729, 46461398581497",True,nan,https://applemintandcocoa.com//products/the-grit-acid-washed-set-for-baby-boys-t-shirt-and-shorts-only,2026/02/22 12:56:47 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.","The Grit Acid Washed Set For Baby Boys (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Grow-with-me Baby Sleepsack,"Small (Fits 0-12 months old) / Hibiscus, Small (Fits 0-12 months old) / Smoke Gray, Small (Fits 0-12 months old) / Greige, Small (Fits 0-12 months old) / Black",750.0,the-grow-with-me-baby-sleepsack-in-smoke-gray,shopify,"43541943419129, 43541943451897, 45681251909881, 45681251942649",False,nan,https://applemintandcocoa.com//products/the-grow-with-me-baby-sleepsack-in-smoke-gray,2026/02/22 12:56:44 PM,Keep your baby SUPER warm with our plush fleece sleesack 100% Polyester. Inverted Zipper for easier diaper changes. Adjustable length to grow with your baby. Fits from newborn to 12 months old.,"The Grow-with-me Baby Sleepsack - Small (Fits 0-12 months old) / Hibiscus, Small (Fits 0-12 months old) / Smoke Gray, Small (Fits 0-12 months old) / Greige, Small (Fits 0-12 months old) / Black: Keep your baby SUPER warm with our plush fleece sleesack 100% Polyester. Inverted Zipper for easier diaper changes. Adjustable length to grow with your baby. Fits from newborn to 12 months old."
The Grow-with-me Baby Sleepsack 2.0,"Small (Fits 0-6 months old) / Cashmere, Small (Fits 0-6 months old) / Olive, Small (Fits 0-6 months old) / Black",750.0,the-grow-with-me-baby-sleepsack,shopify,"46661430509817, 46661430542585, 46661430608121",True,nan,https://applemintandcocoa.com//products/the-grow-with-me-baby-sleepsack,2026/02/22 12:56:42 PM,Keep your baby SUPER warm with our plush fleece sleesack 100% Polyester. Inverted Zipper for easier diaper changes. Adjustable length to grow with your baby. Fits from newborn to 12 months old.,"The Grow-with-me Baby Sleepsack 2.0 - Small (Fits 0-6 months old) / Cashmere, Small (Fits 0-6 months old) / Olive, Small (Fits 0-6 months old) / Black: Keep your baby SUPER warm with our plush fleece sleesack 100% Polyester. Inverted Zipper for easier diaper changes. Adjustable length to grow with your baby. Fits from newborn to 12 months old."
The Grungy Adult Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",1150.0,the-grungy-adult-hoodie-hoodie-only,shopify,"46935032561913, 46935032594681, 46935032627449, 46935032660217, 46935032692985",True,nan,https://applemintandcocoa.com//products/the-grungy-adult-hoodie-hoodie-only,2026/02/22 12:56:53 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Grungy Adult Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Grungy Baby Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",749.0,the-grungy-baby-romper,shopify,"46935033020665, 46935033053433, 46935033086201, 46935033118969, 46935033151737, 46935033184505",True,nan,https://applemintandcocoa.com//products/the-grungy-baby-romper,2026/02/22 12:56:49 PM,Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper.,"The Grungy Baby Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper."
The Grungy Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",850.0,the-grungy-kids-hoodie-hoodie-only,shopify,"46935029874937, 46935029907705, 46935029940473, 46935029973241, 46935030006009, 46935030038777, 46935030071545, 46935030104313, 46935030137081",True,nan,https://applemintandcocoa.com//products/the-grungy-kids-hoodie-hoodie-only,2026/02/22 12:56:51 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Grungy Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Heather Gray Zippered Kids Jacket,"6-12M, 12-24M, 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13",550.0,the-heather-gray-zipper-jacket,shopify,"44080626598137, 44080626630905, 44080626663673, 44080626696441, 44080626729209, 44080626761977, 44080626794745, 44080626827513, 44080626860281, 44080626893049",False,nan,https://applemintandcocoa.com//products/the-heather-gray-zipper-jacket,2026/02/22 12:56:46 PM,Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Heather Gray Zippered Kids Jacket - 6-12M, 12-24M, 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13: Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The High Voltage Baby Hoodie (HOODIE ONLY),12-24 M,749.0,the-high-voltage-baby-hoodie-hoodie-only,shopify,47011376431353,True,nan,https://applemintandcocoa.com//products/the-high-voltage-baby-hoodie-hoodie-only,2026/02/22 12:56:51 PM,Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth,The High Voltage Baby Hoodie (HOODIE ONLY) - 12-24 M: Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth
The High Voltage Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",850.0,the-high-voltage-kids-hoodie-hoodie-only,shopify,"46920634958073, 46920634990841, 46920635023609, 46920635056377, 46920635089145, 46920635121913, 46920635154681, 46920635187449, 46920635220217",True,nan,https://applemintandcocoa.com//products/the-high-voltage-kids-hoodie-hoodie-only,2026/02/22 12:56:41 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The High Voltage Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Horse Race Baby Boys Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",450.0,the-horse-race-baby-boys-romper,shopify,"44454512853241, 44454512886009, 44454512918777, 44454512951545, 44454512984313, 44454513017081",True,nan,https://applemintandcocoa.com//products/the-horse-race-baby-boys-romper,2026/02/22 12:56:45 PM,Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads.,"The Horse Race Baby Boys Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads."
The Horse Race Boys PJs,"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15",650.0,the-horse-race-boys-pjs,shopify,"44454533759225, 44454533791993, 44454533824761, 44454533857529, 44454533890297, 44454533923065, 44454533955833, 44454533988601, 44454534021369",False,nan,https://applemintandcocoa.com//products/the-horse-race-boys-pjs,2026/02/22 12:56:43 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Horse Race Boys PJs - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Hugger Hoodie - Kids,"Small (Fits 4-6 years) / Hibiscus, Small (Fits 4-6 years) / Smoke Gray, Medium (Fits 6-8 years) / Hibiscus, Medium (Fits 6-8 years) / Smoke Gray, Large (Fits 10-11 years) / Hibiscus, Large (Fits 10-11 years) / Smoke Gray, Small (Fits 4-6 years) / Greige, Small (Fits 4-6 years) / Black, Medium (Fits 6-8 years) / Greige, Medium (Fits 6-8 years) / Black, Large (Fits 10-11 years) / Greige, Large (Fits 10-11 years) / Black",750.0,the-hugger-hoodie-in-hibiscus,shopify,"43534627635449, 43534640513273, 43534627668217, 43534640546041, 43534627700985, 43534640578809, 45681238606073, 45681238638841, 45681238671609, 45681238704377, 45681238737145, 45681238769913",True,nan,https://applemintandcocoa.com//products/the-hugger-hoodie-in-hibiscus,2026/02/22 12:57:11 PM,DISCLAIMER: The hugger hoodie is not fleece lined.Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out oversized wearable hooded blanket 100% Polyester. Kangaroo pocket to keep hands warm and cozy. Fur lined hood for a warmer and ears.,"The Hugger Hoodie - Kids - Small (Fits 4-6 years) / Hibiscus, Small (Fits 4-6 years) / Smoke Gray, Medium (Fits 6-8 years) / Hibiscus, Medium (Fits 6-8 years) / Smoke Gray, Large (Fits 10-11 years) / Hibiscus, Large (Fits 10-11 years) / Smoke Gray, Small (Fits 4-6 years) / Greige, Small (Fits 4-6 years) / Black, Medium (Fits 6-8 years) / Greige, Medium (Fits 6-8 years) / Black, Large (Fits 10-11 years) / Greige, Large (Fits 10-11 years) / Black: DISCLAIMER: The hugger hoodie is not fleece lined.Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out oversized wearable hooded blanket 100% Polyester. Kangaroo pocket to keep hands warm and cozy. Fur lined hood for a warmer and ears."
The Hugger Hoodie 2.0 - Adults,"One Size / Cashmere, One Size / Black",850.0,the-hugger-hoodie-2-0-adults,shopify,"46661435097337, 46661435130105",False,nan,https://applemintandcocoa.com//products/the-hugger-hoodie-2-0-adults,2026/02/22 12:56:57 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY Teddy inside and out oversized wearable hooded blanket with kangaroo pockets to keep hands warm and cozy.,"The Hugger Hoodie 2.0 - Adults - One Size / Cashmere, One Size / Black: Cozy up on those cold winter days in our ultra SOFT and FLUFFY Teddy inside and out oversized wearable hooded blanket with kangaroo pockets to keep hands warm and cozy."
The Hugger Hoodie 2.0 - Kids,"Small (Fits 4-6 years) / Cashmere, Small (Fits 4-6 years) / Black, Medium (Fits 6-8 years) / Cashmere, Medium (Fits 6-8 years) / Black, Large (Fits 10-12 years) / Cashmere, Large (Fits 10-12 years) / Black",750.0,the-hugger-hoodie-2-0-kids,shopify,"46661431722233, 46661431951609, 46661431787769, 46661432017145, 46661431853305, 46661432082681",True,nan,https://applemintandcocoa.com//products/the-hugger-hoodie-2-0-kids,2026/02/22 12:57:00 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY teddy inside and out oversized wearable hooded blanket with kangaroo pocket to keep hands warm and cozy.,"The Hugger Hoodie 2.0 - Kids - Small (Fits 4-6 years) / Cashmere, Small (Fits 4-6 years) / Black, Medium (Fits 6-8 years) / Cashmere, Medium (Fits 6-8 years) / Black, Large (Fits 10-12 years) / Cashmere, Large (Fits 10-12 years) / Black: Cozy up on those cold winter days in our ultra SOFT and FLUFFY teddy inside and out oversized wearable hooded blanket with kangaroo pocket to keep hands warm and cozy."
The Imagination Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-imagination-kids-hoodie-hoodie-only,shopify,"45554135826681, 45554135859449, 45554135892217, 45554135924985, 45554135957753, 45554135990521, 45554136023289, 45554136056057, 45554136088825",False,nan,https://applemintandcocoa.com//products/the-imagination-kids-hoodie-hoodie-only,2026/02/22 12:57:02 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Imagination Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Kanji Baby Hoodie (HOODIE ONLY),12-24 M,749.0,the-kanji-baby-hoodie-hoodie-only,shopify,46969049088249,True,nan,https://applemintandcocoa.com//products/the-kanji-baby-hoodie-hoodie-only,2026/02/22 12:57:05 PM,Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth,The Kanji Baby Hoodie (HOODIE ONLY) - 12-24 M: Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth
The Kanji Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",850.0,the-kanji-kids-hoodie-hoodie-only,shopify,"46920632336633, 46920632369401, 46920632402169, 46920632434937, 46920632467705, 46920632500473, 46920632533241, 46920632566009, 46920632598777",True,nan,https://applemintandcocoa.com//products/the-kanji-kids-hoodie-hoodie-only,2026/02/22 12:56:59 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Kanji Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Kids Robes,"Small (Fits 4-6 years) / Pink, Small (Fits 4-6 years) / Gray, Medium (Fits 6-8 years) / Pink, Medium (Fits 6-8 years) / Gray, Large (Fits 10-12 years) / Pink, Large (Fits 10-12 years) / Gray, X-Large (Fits 12-14 years) / Pink, X-Large (Fits 12-14 years) / Gray",799.0,the-kids-robes,shopify,"46661439258873, 46661439291641, 46661439324409, 46661439357177, 46661439389945, 46661439422713, 46661439455481, 46661439488249",True,nan,https://applemintandcocoa.com//products/the-kids-robes,2026/02/22 12:57:09 PM,Keep your little ones warm in our cozy robes!,"The Kids Robes - Small (Fits 4-6 years) / Pink, Small (Fits 4-6 years) / Gray, Medium (Fits 6-8 years) / Pink, Medium (Fits 6-8 years) / Gray, Large (Fits 10-12 years) / Pink, Large (Fits 10-12 years) / Gray, X-Large (Fits 12-14 years) / Pink, X-Large (Fits 12-14 years) / Gray: Keep your little ones warm in our cozy robes!"
The Lavender Teddy Girls Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-lavender-teddy-girls-fleece-pjs,shopify,"45397753004281, 45397753037049, 45397753069817, 45397753102585, 45397753135353, 45397753168121, 45397753200889, 45397753233657, 45397753266425",True,nan,https://applemintandcocoa.com//products/the-lavender-teddy-girls-fleece-pjs,2026/02/22 12:57:06 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Lavender Teddy Girls Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Lavender Teddy Women Fleece PJs,"Small, Medium, Large, XLarge, XXlarge",999.0,the-salmon-teddy-women-fleece-pjs,shopify,"45397744845049, 45397744877817, 45397744910585, 45397744943353, 45397744976121",True,nan,https://applemintandcocoa.com//products/the-salmon-teddy-women-fleece-pjs,2026/02/22 12:57:08 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Lavender Teddy Women Fleece PJs - Small, Medium, Large, XLarge, XXlarge: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Emoridered applique. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Lazy Bear Girls Fleece PJs,"12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years",850.0,the-lazy-bear-girls-fleece-pjs,shopify,"46781306568953, 46781306601721, 46781306634489, 46781306667257, 46781306700025, 46781306732793, 46781306765561, 46781306798329, 46781306831097",True,nan,https://applemintandcocoa.com//products/the-lazy-bear-girls-fleece-pjs,2026/02/22 12:57:03 PM,Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up.,"The Lazy Bear Girls Fleece PJs - 12-24 Months, 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years: Cozy up on those cold winter days in our ultra SOFT and FLUFFY plush fleece inside and out PJs. 100% Polyester. Elastic waist and a drawstring for a comfortable and secure fit. Bottom cuffs so the pants' legs don't ride up."
The Leopard Fall Baby Girls Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",449.0,the-leopard-fall-baby-girls-romper,shopify,"46132213580025, 46132213612793, 46132213645561, 46132213678329, 46132213711097, 46132213743865",True,nan,https://applemintandcocoa.com//products/the-leopard-fall-baby-girls-romper,2026/02/22 12:56:58 PM,Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads.,"The Leopard Fall Baby Girls Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads."
